"","Gambar produk","Tindakan","Produk","Lokasi Bisnis","Harga Pembelian Satuan","Harga penjualan","Stok saat ini","Jenis Produk","Kategori","Merek","Pajak","SKU"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Stik Semafor","Kedai HW","Rp 5,000.00","Rp 5,000.00","10,000.00 Sepasang","Tunggal","","","","0088"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tali Koor Komando","Kedai HW","Rp 35,000.00","Rp 35,000.00","834.00 Pieces","Tunggal","","","","0247"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tali Pandu HW 10 Meter","Kedai HW","Rp 8,000.00","Rp 8,000.00","8,987.00 Pieces","Tunggal","","","","0118"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tali Pandu HW 5 Meter","Kedai HW","Rp 5,000.00","Rp 5,000.00","254.00 Pieces","Tunggal","","","","0117"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tali Peluit Hitam","Kedai HW","Rp 8,000.00","Rp 8,000.00","877.00 Pieces","Tunggal","","","","0052"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tali Peluit Koord Seri B","Kedai HW","Rp 6,000.00","Rp 6,000.00","884.00 Pieces","Tunggal","","","","0105"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Baret Kokam Seri A","Kedai HW","Rp 40,000.00","Rp 40,000.00","9,991.00 Pieces","Tunggal","","","","0163"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Baret Kokam Seri B","Kedai HW","Rp 25,000.00","Rp 25,000.00","9,990.00 Pieces","Tunggal","","","","0164"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Baret/ Topi Pengenal Fiber","Kedai HW","Rp 5,000.00","Rp 5,000.00","9,227.00 Pieces","Tunggal","","","","0149"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Baret/ Topi Pengenal Mika","Kedai HW","Rp 2,000.00","Rp 2,000.00","9,648.00 Pieces","Tunggal","","","","0150"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Baret/ Topi Penghela Fiber","Kedai HW","Rp 5,000.00","Rp 5,000.00","9,955.00 Pieces","Tunggal","","","","0151"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Baret/ Topi Penghela Mika","Kedai HW","Rp 2,000.00","Rp 2,000.00","9,460.00 Pieces","Tunggal","","","","0152"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Baret/ Topi Penuntun/ Dewasa Fiber Seri A","Kedai HW","Rp 10,000.00","Rp 10,000.00","9,995.00 Pieces","Tunggal","","","","0153"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Baret/ Topi Penuntun/ Dewasa Fiber Seri B","Kedai HW","Rp 5,000.00","Rp 5,000.00","9,976.00 Pieces","Tunggal","","","","0154"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Dasi Pin","Kedai HW","Rp 12,000.00","Rp 12,000.00","1,000.00 Pieces","Tunggal","","","","0282"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Jabatan Dewan Sugli (A)","Kedai HW","Rp 30,000.00","Rp 30,000.00","867.00 Pieces","Tunggal","","","","0046"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Jabatan Kwarda Seri A","Kedai HW","Rp 40,000.00","Rp 40,000.00","981.00 Pieces","Tunggal","","","","0036"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Jabatan Kwarda Seri B","Kedai HW","Rp 15,000.00","Rp 15,000.00","9,936.00 Pieces","Tunggal","","","","0031"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Jabatan Kwarwil Seri A","Kedai HW","Rp 40,000.00","Rp 40,000.00","973.00 Pieces","Tunggal","","","","0034"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Jabatan Kwarwil Seri B","Kedai HW","Rp 15,000.00","Rp 15,000.00","9,970.00 Pieces","Tunggal","","","","0032"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Jabatan Pelatih","Kedai HW","Rp 35,000.00","Rp 40,000.00","98.00 Pieces","Tunggal","","","","31233"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Jabatan Pelatih (Jaya Melati 1)","Kedai HW","Rp 25,000.00","Rp 25,000.00","991.00 Pieces","Tunggal","","","","0047"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Jabatan Pengenal Pinru  Pita (1,2, 3)","Kedai HW","Rp 2,000.00","Rp 3,000.00","712.00 Pieces","Tunggal","","","","0190"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Jabatan Penghela","Kedai HW","Rp 2,000.00","Rp 3,000.00","809.00 Pieces","Tunggal","","","","0214"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Jabatan Qabilah/ Kwarcab Seri A","Kedai HW","Rp 40,000.00","Rp 40,000.00","946.00 Pieces","Tunggal","","","","0037"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Jabatan Qabilah/ Kwarcab Seri B","Kedai HW","Rp 15,000.00","Rp 15,000.00","9,902.00 Pieces","Tunggal","","","","0029"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Kawan Penghela Bordir","Kedai HW","Rp 3,000.00","Rp 3,000.00","9,653.00 Pieces","Tunggal","","","","0171"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Kenaikan Tingkat Athfal - Melati 1 2 3","Kedai HW","Rp 3,000.00","Rp 3,000.00","8,065.00 Pieces","Tunggal","","","","0172"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Kenaikan Tingkat Pengenal - Purwa Madya Utama","Kedai HW","Rp 3,000.00","Rp 3,000.00","6,586.00 Pieces","Tunggal","","","","0173"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Kenaikan Tingkat Penuntun","Kedai HW","Rp 10,000.00","Rp 10,000.00","9,970.00 Pieces","Tunggal","","","","0174"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Kuntum Athfal","Kedai HW","Rp 3,000.00","Rp 3,000.00","525.00 Pieces","Tunggal","","","","0169"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Peci Mut","Kedai HW","Rp 10,000.00","Rp 10,000.00","950.00 Pieces","Tunggal","","","","0225"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Pelantikan Athfal Bordir","Kedai HW","Rp 3,000.00","Rp 3,000.00","9,107.00 Pieces","Tunggal","","","","0165"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Pelantikan dan Jabatan Dewan Sugli","Kedai HW","Rp 45,000.00","Rp 45,000.00","989.00 Sepasang","Tunggal","","","","0050"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Pelantikan dan Jabatan Kwarda Seri B","Kedai HW","Rp 32,000.00","Rp 32,000.00","999.00 Sepasang","Tunggal","","","","0042"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Pelantikan dan Jabatan Kwarwil Seri B","Kedai HW","Rp 32,000.00","Rp 32,000.00","9,999.00 Sepasang","Tunggal","","","","0039"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Pelantikan dan Jabatan Qabilah/ Kwarcab Seri B","Kedai HW","Rp 32,000.00","Rp 32,000.00","9,922.00 Sepasang","Tunggal","","","","0045"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Pelantikan Kuningan A","Kedai HW","Rp 18,000.00","Rp 18,000.00","9,740.00 Pieces","Tunggal","","","","0181"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Pelantikan Pengenal Bordir","Kedai HW","Rp 3,000.00","Rp 3,000.00","8,426.00 Pieces","Tunggal","","","","0166"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Pelantikan Penghela Bordir","Kedai HW","Rp 3,000.00","Rp 3,000.00","8,931.00 Pieces","Tunggal","","","","0167"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Pelantikan Seri B","Kedai HW","Rp 10,000.00","Rp 12,000.00","1,068.00 Pieces","Tunggal","","","","12001"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Pelantikan Tunas Athfal Bordir","Kedai HW","Rp 3,000.00","Rp 3,000.00","9,950.00 Pieces","Tunggal","","","","0168"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Penghargaan Pengenal","Kedai HW","Rp 2,000.00","Rp 3,000.00","990.00 Pieces","Tunggal","","","","0189"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tanda Regu Pengenal Bordir","Kedai HW","Rp 3,000.00","Rp 3,000.00","7,445.00 Pieces","Tunggal","","","","0170"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Taplak Muhammadiyah","Kedai HW","Rp 65,000.00","Rp 65,000.00","9,960.00 Pieces","Tunggal","","","","0176"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Taruna Bordir","Kedai HW","Rp 8,000.00","Rp 10,000.00","556.00 Sepasang","Tunggal","","","","12000"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Taruna Melati 1 Bordir","Kedai HW","Rp 10,000.00","Rp 10,000.00","154.00 Pieces","Tunggal","","","","0276"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Taruna Melati 1 Penghela Seri A","Kedai HW","Rp 10,000.00","Rp 10,000.00","7,877.00 Sepasang","Tunggal","","","","0106"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Taruna Melati 1 Penghela Seri B","Kedai HW","Rp 9,000.00","Rp 9,000.00","9,571.00 Sepasang","Tunggal","","","","0107"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Taruna Melati 2 Penghela Seri A","Kedai HW","Rp 10,000.00","Rp 10,000.00","84.00 Sepasang","Tunggal","","","","0108"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Taruna Melati 2 Penghela Seri B","Kedai HW","Rp 9,000.00","Rp 9,000.00","10,000.00 Sepasang","Tunggal","","","","0109"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tas Goody Bag","Kedai HW","Rp 7,500.00","Rp 7,500.00","940.00 Pieces","Tunggal","","","","0299"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tenda Terpal 3 x 4","Kedai HW","Rp 700,000.00","Rp 800,000.00","0.00 Pieces","Tunggal","","","","0291"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tenda Terpal 3 x 4 SET","Kedai HW","Rp 1,200,000.00","Rp 1,500,000.00","7.00 Pieces","Tunggal","","","","0292"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tenda Terpal 4 x 6 SET","Kedai HW","Rp 3,000,000.00","Rp 3,750,000.00","8.00 Pieces","Tunggal","","","","0293"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tenda Terpal Jeep 3 x 4 Meter","Kedai HW","Rp 1,900,000.00","Rp 1,900,000.00","98.00 Pieces","Tunggal","","","","0275"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tiska Bordir","Kedai HW","Rp 5,000.00","Rp 5,000.00","915.00 Pieces","Tunggal","","","","0300"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tongkat Bambu Cendani Standar","Kedai HW","Rp 7,000.00","Rp 7,000.00","9,692.00 Pieces","Tunggal","","","","0115"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tongkat Bambu Cendani Warna","Kedai HW","Rp 8,000.00","Rp 8,000.00","9,607.00 Pieces","Tunggal","","","","0114"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tongkat Bambu Standar","Kedai HW","Rp 5,000.00","Rp 5,000.00","10,000.00 Pieces","Tunggal","","","","0113"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Tongkat Kayu Warna","Kedai HW","Rp 12,000.00","Rp 12,000.00","9,814.00 Pieces","Tunggal","","","","0116"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi Athfal Bordir Seri A","Kedai HW","Rp 15,000.00","Rp 15,000.00","8,644.00 Pieces","Tunggal","","","","0055"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi Athfal Bordir Seri B","Kedai HW","Rp 14,000.00","Rp 14,000.00","468.00 Pieces","Tunggal","","","","0057"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi Athfal Sablon","Kedai HW","Rp 12,000.00","Rp 12,000.00","201.00 Pieces","Tunggal","","","","0058"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi Athfal Sablon Seri B","Kedai HW","Rp 11,000.00","Rp 11,000.00","9,590.00 Pieces","Tunggal","","","","0266"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi HW Paud/TK Seri B","Kedai HW","Rp 10,000.00","Rp 14,000.00","712.00 Pieces","Tunggal","","","","20019"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi Brosur produk","Topi Jaring HW","Kedai HW","Rp 30,000.00","Rp 40,000.00","817.00 Pieces","Tunggal","","","","12311"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi Jaring Padi Kapas HW","Kedai HW","Rp 45,000.00","Rp 45,000.00","825.00 Pieces","Tunggal","","","","0179"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi Pengenal Putri","Kedai HW","Rp 16,000.00","Rp 16,000.00","7,304.00 Pieces","Tunggal","","","","0020"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi Penghela Putri","Kedai HW","Rp 16,000.00","Rp 16,000.00","9,056.00 Pieces","Tunggal","","","","0021"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi penuntun/ Pelatih Putri","Kedai HW","Rp 35,000.00","Rp 35,000.00","9,996.00 Pieces","Tunggal","","","","0061"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi Rimba Seri A","Kedai HW","Rp 45,000.00","Rp 45,000.00","413.00 Pieces","Tunggal","","","","0110"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi Sekolah SMP Bordir Custom","Kedai HW","Rp 14,000.00","Rp 14,000.00","900.00 Pieces","Tunggal","","","","0218"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi Tunas Athfal Paud Seri A","Kedai HW","Rp 20,000.00","Rp 20,000.00","8,402.00 Pieces","Tunggal","","","","0024"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Topi Tunas Athfal Seri B","Kedai HW","Rp 17,500.00","Rp 17,500.00","629.00 Pieces","Tunggal","","","","0260"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Umbul - umbul Printing 4 Meter","Kedai HW","Rp 100,000.00","Rp 100,000.00","982.00 Pieces","Tunggal","","","","0236"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Umbul Ortom 5 Meter","Kedai HW","Rp 70,000.00","Rp 70,000.00","985.00 Pieces","Tunggal","","","","0188"
"","","TindakanToggle Dropdown Label Melihat Edit Hapus Tambah & edit stok awal Riwayat stok produk Produk diduplikasi","Wing Sayap HW","Kedai HW","Rp 10,000.00","Rp 10,000.00","980.00 Pieces","Tunggal","","","","0283"
"","","","","","","","","","","","",""
